B2795,Lexus,"Invalid Data Received From Impact Classification System Module"
B2795,Toyota,"Invalid Data Received From Running Board Control Module B"
B2796,Lexus,"Invalid Data Received From Lighting Control Module"
B2796,Toyota,"Invalid Data Received From Accessory Protocol Interface Module"
B2797,Lexus,"Invalid Data Received From Remote Start Module"
B2797,Toyota,"Invalid Data Received From Front Display Interface Module"
B2798,Lexus,"Invalid Data Received From Front Controls Interface Module A"
B2798,Toyota,"Invalid Data Received From Front Controls/Display Interface Module"
B2799,Lexus,"Invalid Data Received From Radio Transceiver"
C0001,Generic,"Software Incompatibility With Gear Shift Control Module A"
C0002,Generic,"Software Incompatibility With Cruise Control Module"
C0003,Generic,"Software Incompatibility With Fuel Injector Control Module"
C0004,Generic,"Software Incompatibility With Glow Plug Control Module"
C0010,Generic,"Software Incompatibility With Throttle Actuator Control Module"
C0011,Generic,"Software Incompatibility With Alternative Fuel Control Module"
C0012,Generic,"Software Incompatibility With Fuel Pump Control Module"
C0014,Generic,"Software Incompatibility With Drive Motor Control Module"
C0015,Generic,"Software Incompatibility With Battery Energy Control Module A"
C0016,Generic,"Software Incompatibility With Battery Energy Control Module B"
C0018,Generic,"Software Incompatibility With Four-Wheel Drive Clutch Control Module"
C0019,Generic,"Software Incompatibility With Anti-Lock Brake System Control Module"
C001A,Generic,"Software Incompatibility With Vehicle Dynamics Control Module"
C001C,Generic,"Software Incompatibility With Park Brake Control Module"
C001D,Generic,"Software Incompatibility With Brake System Control Module"
C001E,Generic,"Software Incompatibility With Steering Effort Control Module"
C0020,Generic,"Software Incompatibility With Power Steering Control Module"
C0021,Generic,"Software Incompatibility With Suspension Control Module A"
C0022,Generic,"Software Incompatibility With Body Control Module"
C0023,Generic,"Software Incompatibility With Instrument Panel Control Module"
C0030,Generic,"Software Incompatibility With HVAC Control Module"
C0031,Generic,"Software Incompatibility With Auxiliary Heater Control Module"
C0032,Generic,"Software Incompatibility With Vehicle Immobilizer Control Module"
C0033,Generic,"Software Incompatibility With Vehicle Security Control Module"
C0034,Generic,"Software Incompatibility With Steering Angle Sensor Module"
C0035,Generic,"Software Incompatibility With Steering Column Control Module"
C0036,Generic,"Software Incompatibility With Tire Pressure Monitor Module"
C0037,Generic,"Software Incompatibility With Body Control Module A"
C0038,Generic,"Software Incompatibility With Multi-axis Acceleration Sensor Module"
C0039,Generic,"Software Incompatibility With Gear Shift Control Module B"
C003A,Generic,"Software Incompatibility With Radio"
C003B,Generic,"Software Incompatibility With Hybrid Battery Pack Sensor Module"
C003C,Generic,"Software Incompatibility with Restraints Control Module"
C003D,Generic,"Invalid Data Received"
C003E,Generic,"Invalid Data Received From ECM/PCM A"
C0040,Generic,"Invalid Data Received From TCM"
C0041,Generic,"Invalid Data Received From Transfer Case Control Module"
C0042,Generic,"Invalid Data Received From Gear Shift Control Module A"
C0043,Generic,"Invalid Data Received From Cruise Control Module"
C0044,Generic,"Invalid Data Received From Fuel Injector Control Module"
C0045,Generic,"Invalid Data Received From Glow Plug Control Module"
C0046,Generic,"Invalid Data Received From Throttle Actuator Control Module"
C0047,Generic,"Invalid Data Received From Alternative Fuel Control Module"
C0048,Generic,"Invalid Data Received From Air Conditioning Control Module"
C0049,Generic,"Invalid Data Received From Exhaust Gas Recirculation Control Module A"
C004A,Generic,"Invalid Data Received From Exhaust Gas Recirculation Control Module B"
C0051,Generic,"Invalid Data Received From Turbocharger/Supercharger Control Module A"
C0052,Generic,"Invalid Data Received From Turbocharger/Supercharger Control Module B"
C0053,Generic,"Invalid Data Received From Reductant Control Module"
C0054,Generic,"Invalid Data Received From Fuel Pump Control Module"
C0055,Generic,"Invalid Data Received From Drive Motor Control Module A"
C0061,Generic,"Invalid Data Received From Battery Energy Control Module A"
C0062,Generic,"Invalid Data Received From Battery Energy Control Module B"
C0063,Generic,"Invalid Data Received From Four-Wheel Drive Clutch Control Module"
C0064,Generic,"Invalid Data Received From Anti-Lock Brake System (ABS) Control Module"
C0069,Generic,"Invalid Data Received From Vehicle Dynamics Control Module"
C006A,Generic,"Invalid Data Received From Park Brake Control Module"
C006B,Generic,"Invalid Data Received From Brake System Control Module"
C006C,Generic,"Invalid Data Received From Steering Effort Control Module"
C0071,Generic,"Invalid Data Received From Exhaust Gas Sensor Module"
C0072,Generic,"Invalid Data Received From Rocker Arm Control Module A"
C0073,Generic,"Invalid Data Received From Rocker Arm Control Module B"
C0074,Generic,"Invalid Data Received From All Wheel Drive Control Module"
C0075,Generic,"Invalid Data Received From Power Steering Control Module"
C0076,Generic,"Invalid Data Received From Suspension Control Module A"
C0077,Generic,"Invalid Data Received From Body Control Module"
C0078,Generic,"Invalid Data Received From Instrument Panel Cluster Control Module"
C0079,Generic,"Invalid Data Received From HVAC Control Module"
C0081,Generic,"Invalid Data Received From Auxiliary Heater Control Module"
C0082,Generic,"Invalid Data Received From Vehicle Immobilizer Control Module"
C0083,Generic,"Invalid Data Received From Vehicle Security Control Module"
C0084,Generic,"Invalid Data Received From Steering Angle Sensor Module"
C0085,Generic,"Invalid Data Received From Steering Column Control Module"
C0086,Generic,"Invalid Data Received From Tire Pressure Monitor Module"
C0089,Generic,"Invalid Data Received From Body Control Module A"
C008A,Generic,"Invalid Data Received From Multi-axis Acceleration Sensor Module"
P0001,Generic,"Fuel Volume Regulator Control Circuit/Open"
P0002,Generic,"Fuel Volume Regulator Control Circuit Range/Performance"
P0003,Generic,"Fuel Volume Regulator Control Circuit Low"
P0004,Generic,"Fuel Volume Regulator Control Circuit High"
P0005,Generic,"Fuel Shutoff Valve A Control Circuit/Open"
P0006,Generic,"Fuel Shutoff Valve A Control Circuit Low"
P0007,Generic,"Fuel Shutoff Valve A Control Circuit High"
P0008,Generic,"Engine Position System Performance"
P0009,Generic,"Engine Position System Performance"
P000A,Generic,"A Camshaft Position Slow Response"
P000B,Generic,"B Camshaft Position Slow Response"
P000C,Generic,"A Camshaft Position Slow Response"
P000D,Generic,"B Camshaft Position Slow Response"
P000E,Generic,"Fuel Volume Regulator Control Exceeded Learning Limit"
P000F,Generic,"Fuel System Over Pressure Relief Valve Activated"
P0010,Generic,"A Camshaft Position Actuator Circuit/Open"
P0011,Generic,"A Camshaft Position - Timing Over-Advanced or System Performance"
P0011,Nissan,"Camshaft variable timing control - Bank 1 - performance"
P0012,Generic,"A Camshaft Position - Timing Over-Retarded"
P0013,Generic,"B Camshaft Position - Actuator Circuit/Open"
P0014,Generic,"B Camshaft Position - Timing Over-Advanced or System Performance"
P0015,Generic,"B Camshaft Position - Timing Over-Retarded"
P0016,Generic,"Crankshaft Position - Camshaft Position Correlation"
P0017,Generic,"Crankshaft Position - Camshaft Position Correlation"
P0018,Generic,"Crankshaft Position - Camshaft Position Correlation"
P0019,Generic,"Crankshaft Position - Camshaft Position Correlation"
P001A,Generic,"A Camshaft Profile Control Circuit/Open"
P001B,Generic,"A Camshaft Profile Control Circuit Low"
P001C,Generic,"A Camshaft Profile Control Circuit High"
P001D,Generic,"A Camshaft Profile Control Circuit/Open"
P001E,Generic,"A Camshaft Profile Control Circuit Low"
P001F,Generic,"A Camshaft Profile Control Circuit High"
P0020,Generic,"A Camshaft Position Actuator Circuit/Open"
P0021,Generic,"A Camshaft Position - Timing Over-Advanced or System Performance"
P0021,Nissan,"Camshaft variable timing control - Bank 2 - performance"
P0022,Generic,"A Camshaft Position - Timing Over-Retarded"
P0023,Generic,"B Camshaft Position - Actuator Circuit/Open"
P0024,Generic,"B Camshaft Position - Timing Over-Advanced or System Performance"
P0025,Generic,"B Camshaft Position - Timing Over-Retarded"
P0026,Generic,"Intake Valve Control Solenoid Circuit Range/Performance"
P0027,Generic,"Exhaust Valve Control Solenoid Circuit Range/Performance"
P0028,Generic,"Intake Valve Control Solenoid Circuit Range/Performance"
P0029,Generic,"Exhaust Valve Control Solenoid Circuit Range/Performance"
P002A,Generic,"B Camshaft Profile Control Circuit/Open"
P002B,Generic,"B Camshaft Profile Control Circuit Low"
P002C,Generic,"B Camshaft Profile Control Circuit High"
P002D,Generic,"B Camshaft Profile Control Circuit/Open"
P002E,Generic,"B Camshaft Profile Control Circuit Low"
P002F,Generic,"B Camshaft Profile Control Circuit High"
P0030,Generic,"HO2S Heater Control Circuit"
P0030,GM,"HO2S Healer Control Circuit Conditions"
P0031,Generic,"HO2S Heater Control Circuit Low"
P0031,Nissan,"Heated oxygen sensor (HO2S) 1 Bank 1 - heater voltage low"
P0032,Generic,"HO2S Heater Control Circuit High"
P0032,Nissan,"Heated oxygen sensor (HO2S) 1 Bank 1 - heater voltage high"
P0033,Generic,"Turbocharger/Supercharger Bypass Valve Control Circuit"
P0034,Generic,"Turbocharger/Supercharger Bypass Valve Control Circuit Low"
P0035,Generic,"Turbocharger/Supercharger Bypass Valve Control Circuit High"
P0036,Generic,"HO2S Heater Control Circuit"
P0036,GM,"HO2S Heater Control Circuit Conditions"
P0037,Generic,"HO2S Heater Control Circuit Low"
P0037,Nissan,"Heated oxygen sensor (HO2S) 2 Bank 1 - heater voltage low"
P0038,Generic,"HO2S Heater Control Circuit High"
P0038,Nissan,"Heated oxygen sensor (HO2S) 2 Bank 1 - heater voltage high"
P0039,Generic,"Turbocharger/Supercharger Bypass Valve Control Circuit Range/Performance"
P003A,Generic,"Turbocharger/Supercharger Boost Control A Position Exceeded Learning Limit"
P003B,Generic,"Turbocharger/Supercharger Boost Control B Position Exceeded Learning Limit"
P003C,Generic,"A Camshaft Profile Control Performance/Stuck Off"
P003D,Generic,"A Camshaft Profile Control Stuck On"
P003E,Generic,"A Camshaft Profile Control Performance/Stuck Off"
P003F,Generic,"A Camshaft Profile Control Stuck On"
P0040,Generic,"O2 Sensor Signals Swapped Bank 1 Sensor 1/Bank 2 Sensor 1"
P0041,Generic,"O2 Sensor Signals Swapped Bank 1 Sensor 2/Bank 2 Sensor 2"
P0042,Generic,"HO2S Heater Control Circuit"
P0043,Generic,"HO2S Heater Control Circuit Low"
P0044,Generic,"HO2S Heater Control Circuit High"
P0045,Generic,"Turbocharger/Supercharger Boost Control A Circuit/Open"
P0046,Generic,"Turbocharger/Supercharger Boost Control A Circuit Range/Performance"
P0047,Generic,"Turbocharger/Supercharger Boost Control A Circuit Low"
P0048,Generic,"Turbocharger/Supercharger Boost Control A Circuit High"
P0049,Generic,"Turbocharger/Supercharger Turbine Overspeed"
P004A,Generic,"Turbocharger/Supercharger Boost Control B Circuit/Open"
P004B,Generic,"Turbocharger/Supercharger Boost Control B Circuit Range/Performance"
P004C,Generic,"Turbocharger/Supercharger Boost Control B Circuit Low"
P004D,Generic,"Turbocharger/Supercharger Boost Control B Circuit High"
P004E,Generic,"Turbocharger/Supercharger Boost Control A Circuit Intermittent/Erratic"
P004F,Generic,"Turbocharger/Supercharger Boost Control B Circuit Intermittent/Erratic"
P0050,Generic,"HO2S Heater Control Circuit"
P0051,Generic,"HO2S Heater Control Circuit Low"
P0051,Nissan,"Heated oxygen sensor (HO2S) 1 Bank 2 - heater voltage low"
P0052,Generic,"HO2S Heater Control Circuit High"
P0052,Nissan,"Heated oxygen sensor (HO2S) 1 Bank 2 - heater voltage high"
P0053,Generic,"HO2S Heater Resistance"
P0054,Generic,"HO2S Heater Resistance"
P0055,Generic,"HO2S Heater Resistance"
P0056,Generic,"HO2S Heater Control Circuit"
P0057,Generic,"HO2S Heater Control Circuit Low"
P0057,Nissan,"Heated oxygen sensor (HO2S) 2 Bank 2 - heater voltage low"
P0058,Generic,"HO2S Heater Control Circuit High"
P0058,Nissan,"Heated oxygen sensor (HO2S) 2 Bank 2 - heater voltage high"
P0059,Generic,"HO2S Heater Resistance"
P005A,Generic,"B Camshaft Profile Control Performance/Stuck Off"
P005B,Generic,"B Camshaft Profile Control Stuck On"
P005C,Generic,"B Camshaft Profile Control Performance/Stuck Off"
P005D,Generic,"B Camshaft Profile Control Stuck On"
P005E,Generic,"Turbocharger/Supercharger Boost Control B Supply Voltage Circuit Low"
P005F,Generic,"Turbocharger/Supercharger Boost Control B Supply Voltage Circuit High"
P0060,Generic,"HO2S Heater Resistance"
P0061,Generic,"HO2S Heater Resistance"
P0062,Generic,"HO2S Heater Control Circuit"
P0063,Generic,"HO2S Heater Control Circuit Low"
P0064,Generic,"HO2S Heater Control Circuit High"
P0065,Generic,"Air Assisted Injector Control Range/Performance"
P0066,Generic,"Air Assisted Injector Control Circuit or Circuit Low"
P0067,Generic,"Air Assisted Injector Control Circuit High"
P0068,Generic,"MAP/MAF - Throttle Position Correlation"
P0069,Generic,"Manifold Absolute Pressure - Barometric Pressure Correlation"
P006A,Generic,"MAP - Mass or Volume Air Flow Correlation"
P006B,Generic,"MAP - Exhaust Pressure Correlation"
P006C,Generic,"MAP - Turbocharger/Supercharger Inlet Pressure Correlation"
P006D,Generic,"Barometric Pressure - Turbocharger/Supercharger Inlet Pressure Correlation"
P006E,Generic,"Turbocharger/Supercharger Boost Control A Supply Voltage Circuit Low"
P006F,Generic,"Turbocharger/Supercharger Boost Control A Supply Voltage Circuit High"
P0070,Generic,"Ambient Air Temperature Sensor Circuit"
P0071,Generic,"Ambient Air Temperature Sensor Range/Performance"
P0072,Generic,"Ambient Air Temperature Sensor Circuit Low"
P0073,Generic,"Ambient Air Temperature Sensor Circuit High"
P0074,Generic,"Ambient Air Temperature Sensor Circuit Intermittent"
P0075,Generic,"Intake Valve Control Solenoid Circuit"
P0076,Generic,"Intake Valve Control Solenoid Circuit Low"
P0077,Generic,"Intake Valve Control Solenoid Circuit High"
P0078,Generic,"Exhaust Valve Control Solenoid Circuit"
P0079,Generic,"Exhaust Valve Control Solenoid Circuit Low"
P007A,Generic,"Charge Air Cooler Temperature Sensor Circuit"
P007B,Generic,"Charge Air Cooler Temperature Sensor Circuit Range/Performance"
P007C,Generic,"Charge Air Cooler Temperature Sensor Circuit Low"
P007D,Generic,"Charge Air Cooler Temperature Sensor Circuit High"
P007E,Generic,"Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic"
P007F,Generic,"Charge Air Cooler Temperature Sensor Bank1/Bank2 Correlation"
P0080,Generic,"Exhaust Valve Control Solenoid Circuit High"
P0081,Generic,"Intake Valve Control Solenoid Circuit"
P0082,Generic,"Intake Valve Control Solenoid Circuit Low"
P0083,Generic,"Intake Valve Control Solenoid Circuit High"
P0084,Generic,"Exhaust Valve Control Solenoid Circuit"
P0085,Generic,"Exhaust Valve Control Solenoid Circuit Low"
P0086,Generic,"Exhaust Valve Control Solenoid Circuit High"
P0087,Generic,"Fuel Rail/System Pressure - Too Low"
P0088,Generic,"Fuel Rail/System Pressure - Too High"
P0089,Generic,"Fuel Pressure Regulator 1 Performance"
P008A,Generic,"Low Pressure Fuel System Pressure - Too Low"
P008B,Generic,"Low Pressure Fuel System Pressure - Too High"
P008C,Generic,"Fuel Cooler Pump Control Circuit/Open"
P008D,Generic,"Fuel Cooler Pump Control Circuit Low"
P008E,Generic,"Fuel Cooler Pump Control Circuit High"
P008F,Generic,"Engine Coolant Temperature/Fuel Temperature Correlation"
P0090,Generic,"Fuel Pressure Regulator 1 Control Circuit/Open"
P0091,Generic,"Fuel Pressure Regulator 1 Control Circuit Low"
P0092,Generic,"Fuel Pressure Regulator 1 Control Circuit High"
P0093,Generic,"Fuel System Leak Detected - Large Leak"
P0094,Generic,"Fuel System Leak Detected - Small Leak"
P0095,Generic,"Intake Air Temperature Sensor 2 Circuit"
P0096,Generic,"Intake Air Temperature Sensor 2 Circuit Range/Performance"
P0097,Generic,"Intake Air Temperature Sensor 2 Circuit Low"
P0098,Generic,"Intake Air Temperature Sensor 2 Circuit High"
P0099,Generic,"Intake Air Temperature Sensor 2 Circuit Intermittent/Erratic"
P009A,Generic,"Intake Air Temperature/Ambient Air Temperature Correlation"
P009B,Generic,"Fuel Pressure Relief Control Circuit/Open"
P009C,Generic,"Fuel Pressure Relief Control Circuit Low"
P009D,Generic,"Fuel Pressure Relief Control Circuit High"
P009E,Generic,"Fuel Pressure Relief Control Performance/Stuck Off"
P009F,Generic,"Fuel Pressure Relief Control Stuck On"
P00A0,Generic,"Charge Air Cooler Temperature Sensor Circuit"
P00A1,Generic,"Charge Air Cooler Temperature Sensor Circuit Range/Performance"
P00A2,Generic,"Charge Air Cooler Temperature Sensor Circuit Low"
P00A3,Generic,"Charge Air Cooler Temperature Sensor Circuit High"
P00A4,Generic,"Charge Air Cooler Temperature Sensor Circuit Intermittent/Erratic"
P00A5,Generic,"Intake Air Temperature Sensor 2 Circuit"
P00A6,Generic,"Intake Air Temperature Sensor 2 Circuit Range/Performance"
P00A7,Generic,"Intake Air Temperature Sensor 2 Circuit Low"
P00A8,Generic,"Intake Air Temperature Sensor 2 Circuit High"
P00A9,Generic,"Intake Air Temperature Sensor 2 Circuit Intermittent/Erratic"
P00AA,Generic,"Intake Air Temperature Sensor 1 Circuit"
P00AB,Generic,"Intake Air Temperature Sensor 1 Circuit Range/Performance"
P00AC,Generic,"Intake Air Temperature Sensor 1 Circuit Low"
P00AD,Generic,"Intake Air Temperature Sensor 1 Circuit High"
P00AE,Generic,"Intake Air Temperature Sensor 1 Circuit Intermittent"
P00AF,Generic,"Turbocharger/Supercharger Boost Control A Module Performance"
P00B0,Generic,"Turbocharger/Supercharger Boost Control B Module Performance"
P00B1,Generic,"Radiator Coolant Temperature Sensor Circuit"
P00B2,Generic,"Radiator Coolant Temperature Sensor Circuit Range/Performance"
P00B3,Generic,"Radiator Coolant Temperature Sensor Circuit Low"
P00B4,Generic,"Radiator Coolant Temperature Sensor Circuit High"
P00B5,Generic,"Radiator Coolant Temperature Sensor Circuit Intermittent/Erratic"
P00B6,Generic,"Radiator Coolant Temperature/Engine Coolant Temperature Correlation"
P00B7,Generic,"Engine Coolant Flow Low/Performance"
P00B8,Generic,"MAP - Mass or Volume Air Flow Correlation"
P00B9,Generic,"Low Pressure Fuel System Pressure - Too Low, Low Ambient Temperature"
P00BA,Generic,"Low Fuel Pressure - Forced Limited Power"
P00BB,Generic,"Fuel Injector Insufficient Flow - Forced Limited Power"
P00BC,Generic,"Mass or Volume Air Flow A Circuit Range/Performance - Air Flow Too Low"
P00BD,Generic,"Mass or Volume Air Flow A Circuit Range/Performance - Air Flow Too High"
P00BE,Generic,"Mass or Volume Air Flow B Circuit Range/Performance - Air Flow Too Low"
P00BF,Generic,"Mass or Volume Air Flow B Circuit Range/Performance - Air Flow Too High"
P0100,Chrysler,"Volume Airflow Sensor Circuit Conditions"
P0100,Generic,"Mass or Volume Air Flow A Circuit"
P0100,GM,"MAF Sensor Insufficient Activity Conditions"
P0101,Generic,"Mass or Volume Air Flow A Circuit Range/Performance"
P0101,GM,"MAF Sensor Performance Conditions"
P0101,Nissan,"Mass air flow (MAF) sensor - range performance problem"
P0102,Ford,"MAF Sensor Circuit Low Conditions"
P0102,Generic,"Mass or Volume Air Flow A Circuit Low"
P0102,GM,"MAF Sensor Circuit Low Frequency Conditions"
P0102,Nissan,"Mass air flow (MAF) sensor - voltage low"
P0103,Ford,"MAF Sensor Circuit High Conditions"
P0103,Generic,"Mass or Volume Air Flow A Circuit High"
P0103,GM,"MAF Sensor Circuit High Frequency Conditions"
P0103,Nissan,"Mass air flow (MAF) sensor - voltage high"
P0104,Generic,"Mass or Volume Air Flow A Circuit Intermittent"
P0105,Chrysler,"Barometric Pressure Sensor Circuit Conditions"
P0105,Generic,"Manifold Absolute Pressure/Barometric Pressure Circuit"
P0105,GM,"MAF Sensor Circuit High Frequency Conditions"
P0106,Chrysler,"BARO Out-Of-Range at Key On or MAP Sensor Signal Too Low Conditions"
P0106,Ford,"Barometric Pressure Sensor Performance Conditions"
P0106,Generic,"Manifold Absolute Pressure/Barometric Pressure Circuit Range/Performance"
P0106,GM,"MAP Sensor Performance Conditions"
P0107,Chrysler,"MAP Sensor Circuit Low Input Conditions"
P0107,Ford,"Barometric Sensor Low Conditions"
P0107,Generic,"Manifold Absolute Pressure/Barometric Pressure Circuit Low"
P0107,GM,"MAP SensorCircuit Low Input Conditions"
P0107,Nissan,"Manifold absolute pressure (MAP) sensor - voltage low"
P0108,Chrysler,"MAP Sensor Circuit High Input Conditions"
